sequence.id,OTU_0,OTU_1,OTU_2,OTU_3,OTU_4,OTU_5,OTU_6,OTU_7,OTU_8,OTU_9,OTU_10,OTU_12,OTU_14,OTU_15,OTU_16,OTU_17,OTU_18,OTU_19,OTU_20,OTU_22,OTU_23,OTU_24,OTU_26,OTU_27,OTU_28,OTU_29,OTU_30,OTU_31,OTU_32,OTU_34,OTU_36,OTU_38,OTU_39,OTU_40,OTU_41,OTU_42,OTU_43,OTU_45,OTU_47,OTU_48,OTU_49,OTU_52,OTU_53,OTU_54,OTU_55,OTU_56,OTU_57,OTU_58,OTU_60,OTU_61,OTU_62,OTU_63,OTU_64,OTU_65,OTU_66,OTU_68,OTU_69,OTU_71,OTU_72,OTU_73,OTU_74,OTU_75,OTU_76,OTU_77,OTU_78,OTU_79,OTU_80,OTU_81,OTU_82,OTU_83,OTU_84,OTU_85,OTU_86,OTU_88,OTU_89,OTU_90,OTU_91,OTU_92,OTU_93,OTU_95,OTU_96,OTU_97,OTU_99,OTU_101,OTU_103,OTU_105,OTU_106,OTU_108,OTU_109,OTU_110,OTU_111,OTU_112,OTU_113,OTU_115,OTU_116,OTU_117,OTU_118,OTU_119,OTU_120,OTU_122,OTU_123,OTU_124,OTU_125,OTU_127,OTU_129,OTU_130,OTU_131,OTU_132,OTU_133,OTU_134,OTU_135,OTU_137,OTU_138,OTU_140,OTU_141,OTU_142,OTU_143,OTU_144,OTU_146,OTU_149,OTU_150,OTU_151,OTU_152,OTU_155,OTU_156,OTU_157,OTU_160,OTU_161,OTU_162,OTU_163,OTU_165,OTU_166,OTU_167,OTU_168,OTU_169,OTU_170,OTU_171,OTU_172,OTU_174,OTU_175,OTU_176,OTU_178,OTU_180,OTU_181,OTU_182,OTU_183,OTU_185,OTU_186,OTU_187,OTU_188,OTU_190,OTU_191,OTU_193,OTU_194,OTU_200,OTU_202,OTU_203,OTU_204,OTU_206,OTU_208,OTU_210,OTU_211,OTU_212,OTU_216,OTU_220,OTU_221,OTU_222,OTU_223,OTU_225,OTU_226,OTU_227,OTU_228,OTU_229,OTU_231,OTU_232,OTU_233,OTU_234,OTU_235,OTU_237,OTU_241,OTU_242,OTU_243,OTU_245,OTU_246,OTU_248,OTU_249,OTU_251,OTU_253,OTU_254,OTU_256,OTU_257,OTU_258,OTU_259,OTU_261,OTU_262,OTU_263,OTU_265,OTU_266,OTU_267,OTU_268,OTU_269,OTU_270,OTU_273,OTU_274,OTU_280,OTU_282,OTU_286,OTU_290,OTU_291,OTU_297,OTU_305,OTU_309,OTU_313,OTU_324,OTU_332,OTU_338,OTU_345,OTU_347,OTU_452,OTU_552,OTU_612,OTU_614,OTU_1186,OTU_46,OTU_59,OTU_102,OTU_164,OTU_238,OTU_260,OTU_13,OTU_25,OTU_44,OTU_51,OTU_87,OTU_98,OTU_104,OTU_107,OTU_121,OTU_126,OTU_147,OTU_159,OTU_184,OTU_189,OTU_195,OTU_196,OTU_198,OTU_199,OTU_201,OTU_205,OTU_209,OTU_213,OTU_214,OTU_217,OTU_219,OTU_239,OTU_264,OTU_328
Wood21,5.9826,5.0526,9.5752,5.4568,2.8949,16.565,8.1401,8.7631,8.5566,0,4.1833,3.5521,0,0,0,12.761,1.6535,5.9328,0,0,10.516,0,9.0929,9.6808,0,9.0643,8.981,4.0019,3.2606,10.862,0,2.4038,0,8.8053,0,0,9.2688,0,8.9184,0,0,8.9437,0,9.1042,0,0,9.8345,5.8277,4.1833,3.2606,8.0728,0,7.4673,0,9.4612,0,0,2.4038,8.3727,0,0,6.8951,0,4.4892,5.4568,9.4656,1.6535,9.0232,2.8949,0,0,7.9021,5.143,1.6535,7.1561,0,10.919,0,8.9437,5.8277,2.8949,0,5.3845,0,4.9562,0,0,9.9641,0,0,7.1343,10.449,0,2.8949,5.6541,3.2606,0,8.9184,0,0,0,6.6704,4.1833,0,2.4038,4.8528,0,0,3.2606,10.211,0,0,8.215,8.5972,0,9.9579,0,0,2.4038,4.1833,0,1.6535,6.6704,0,0,6.7005,0,0,9.534,6.5098,0,2.8949,0,0,0,5.3845,4.0019,0,8.1291,9.3182,1.6535,9.1485,0,1.6535,0,0,0,9.2178,0,0,0,2.4038,0,0,4.1833,2.4038,0,0,7.5189,0,5.143,4.7415,5.0526,0,5.7143,1.6535,0,8.4979,0,0,6.3291,2.4038,0,6.1662,0,0,6.2087,3.7945,0,0,0,0,0,5.3084,1.6535,0,0,0,4.7415,3.2606,0,0,0,4.8528,0,2.8949,0,0,6.4402,0,0,4.0019,0,3.2606,4.3444,0,0,6.4041,1.6535,0,2.8949,0,0,0,1.6535,4.3444,0,3.5521,0,2.8949,0,0,8.3727,7.3201,0,0,2.4038,8.8395,0,0,0,6.2901,0,10.576,4.1833,0,1.6535,5.8812,1.6535,0,4.0019,0,9.9072,0,0,0,8.8596,0,0,0,0,7.1121,0,0,0,0,1.6535
Wood31,6.7466,5.4447,14.162,0,0,3.0165,11.162,13.623,13.144,4.8762,0,0,0,0,3.0165,10.575,3.0165,0,8.7365,0,3.9245,0,0,10.008,16.535,0,6.7466,0,0,0,0,11.381,0,11.219,0,8.4451,0,11.763,5.1883,0,0,8.8954,0,0,0,0,0,3.0165,0,0,10.548,10.22,6.1684,0,8.0018,3.9245,0,7.6912,0,0,0,7.9613,0,7.0848,0,5.1883,0,3.0165,6.0186,0,0,0,7.4782,0,0,0,0,0,0,0,0,0,6.428,0,4.8762,9.3982,0,0,5.4447,0,3.0165,3.0165,10.799,0,0,0,4.4775,0,0,0,0,0,0,8.7123,8.9167,3.0165,4.4775,6.0186,8.4742,0,0,0,3.9245,0,0,0,0,0,0,0,0,0,3.0165,0,0,4.4775,0,0,0,4.4775,4.8762,0,0,0,3.9245,7.0848,0,0,0,0,0,0,0,0,5.4447,0,0,0,0,0,0,0,0,0,3.9245,0,3.0165,0,0,0,0,6.0186,0,0,4.4775,0,0,0,7.2949,7.2282,3.0165,0,0,3.9245,0,0,0,0,0,0,11.517,0,0,4.4775,0,0,0,0,0,0,0,0,0,6.1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4782,0,0,0,6.7466,5.4447,0,5.1883,0,6.648,5.1883,0,0,10.027,0,10.194,0,4.4775,0,0,0,3.0165,3.0165,0,6.7466,0,4.8762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6624,0,0,0,0,3.0165
Wood45,6.3745,7.8487,5.0784,6.0569,19.376,10.621,5.649,11.235,6.0569,0,5.0784,6.8549,0,0,5.0784,8.2099,0,0,0,0,9.7916,0,10.303,4.1205,0,0,7.6273,0,4.1205,4.1205,0,0,17.424,10.495,0,0,8.1277,0,0,0,0,0,4.1205,8.4315,0,0,0,6.3745,0,0,0,0,6.8549,0,7.8487,0,4.1205,4.1205,0,4.1205,0,7.3657,0,0,5.649,6.0569,14.173,4.1205,5.0784,0,5.649,0,0,5.649,0,4.1205,0,0,0,0,4.1205,0,4.1205,0,0,5.0784,7.2147,0,0,0,4.1205,0,0,0,0,4.1205,0,0,0,4.1205,0,0,0,0,4.1205,0,0,0,7.046,0,0,0,4.1205,0,0,0,0,0,0,0,4.1205,0,7.3657,0,0,0,0,0,0,4.1205,0,0,0,0,0,7.046,5.649,5.0784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1205,0,0,0,0,0,0,5.649,0,0,0,0,0,0,0,0,0,4.1205,0,4.1205,0,0,0,0,0,4.1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.649,0,0,0,0,0,0,0,6.0569,6.0569,0,0,0,4.1205,6.0569,4.1205,0,0,5.0784,8.1277,5.0784,0,0,0,0,12.697,0,0,0,0,0,0,0,0,0,0,0,0
Wood39,4.4922,0,5.0556,0,0,14.579,8.856,4.4922,0,0,0,0,0,0,5.7751,3.5549,0,0,0,0,4.4922,0,10.887,0,0,5.4598,6.7619,0,0,0,3.5549,5.0556,0,0,0,0,4.4922,0,5.4598,14.862,0,5.4598,10.82,4.4922,0,0,5.0556,0,3.5549,0,12.506,0,5.0556,3.5549,6.8982,0,0,4.4922,0,0,0,7.604,0,0,8.518,6.253,0,8.7155,3.5549,0,12.145,0,3.5549,7.435,9.1017,11.536,3.5549,0,6.6114,0,6.253,5.0556,8.6397,0,0,0,7.3424,0,0,8.6397,9.7137,6.4433,0,0,3.5549,0,8.4308,8.6781,4.4922,3.5549,8.9841,3.5549,0,4.4922,0,7.435,0,0,0,0,0,4.4922,5.0556,9.5783,0,0,0,0,0,0,7.435,0,7.0227,0,0,0,0,0,0,0,0,5.0556,0,0,3.5549,0,6.253,0,0,0,0,0,0,0,0,3.5549,0,5.0556,0,0,0,4.4922,0,0,0,0,0,0,4.4922,0,0,0,0,0,0,0,10.37,0,0,0,4.4922,0,0,0,0,10.785,0,3.5549,0,0,0,0,0,3.5549,3.5549,5.0556,0,0,0,0,0,0,0,0,0,6.6114,0,0,0,0,3.5549,0,5.0556,0,0,0,0,0,5.0556,6.6114,0,10.749,0,0,0,0,0,0,0,0,0,0,4.4922,0,0,0,3.5549,6.0338,0,0,3.5549,0,14.079,7.604,0,0,0,0,12.325,0,0,0,0,0,0,0,0,9.184,8.518,5.4598,0,0,0,9.5371,0,0,7.2435
Wood27,5.5431,0,4.0187,4.7874,0,16.594,14.464,15.149,10.223,5.1383,0,0,0,11.018,0,11.687,0,9.9114,14.149,2.2637,12.825,0,6.1177,0,0,9.1291,10.816,2.2637,0,8.0409,0,13.988,0,10.436,3.1051,0,7.4271,5.4204,8.0199,2.2637,0,11.147,0,0,0,0,6.0365,5.9504,0,0,4.5737,0,7.9102,0,10.108,8.6719,0,4.0187,4.0187,6.4668,8.8369,8.4069,0,8.9072,5.4204,5.1383,0,3.1051,10.916,0,0,4.0187,6.8932,0,0,0,0,2.2637,7.2582,0,3.6331,0,0,0,7.0254,4.3228,0,0,0,8.3575,3.6331,4.5737,2.2637,0,4.3228,0,4.0187,0,0,0,0,7.4271,0,0,5.5431,0,7.1847,0,9.7677,0,0,0,4.9735,6.9387,6.8932,5.1383,0,5.2862,0,4.9735,0,0,0,3.1051,0,6.8932,0,0,0,2.2637,0,0,0,0,3.6331,2.2637,2.2637,0,4.5737,0,0,0,0,0,0,2.2637,0,5.1383,6.3371,0,0,0,0,0,4.7874,0,0,0,3.1051,0,0,5.9504,0,0,0,0,5.2862,2.2637,6.1946,0,3.6331,0,0,0,6.5276,0,0,5.4204,0,0,0,0,0,0,2.2637,3.1051,0,0,0,0,0,0,0,5.2862,0,0,0,0,0,0,0,0,0,3.6331,5.1383,0,5.6562,0,0,2.2637,0,4.5737,0,0,0,0,0,0,6.9827,7.9102,0,8.7504,8.1986,10.59,0,4.0187,0,3.1051,0,0,0,5.2862,0,6.1177,7.3949,0,7.2582,0,0,0,0,5.4204,0,0,0,0,0,0,0,0,9.6429,4.5737,0,0,0,0,2.2637
Wood16,4.8315,2.6992,5.9411,2.6992,2.6992,11.341,15.095,14.83,15.958,0,0,0,0,0,4.8315,9.8083,0,0,5.4904,0,3.5836,0,2.6992,0,0,9.1747,10.448,5.0861,5.4904,0,0,10.52,0,5.0861,0,15.644,3.5836,11.35,5.3024,0,0,5.4904,0,2.6992,0,4.8315,3.5836,8.7832,4.5222,0,4.5222,5.0861,4.8315,0,6.8628,0,0,9.133,0,4.1279,0,6.1785,0,9.4143,0,2.6992,0,6.5608,5.8059,0,0,0,8.8705,0,0,0,0,0,5.0861,0,0,0,3.5836,0,7.9872,7.2747,0,4.1279,0,0,0,0,6.7197,0,0,0,0,2.6992,0,0,0,0,0,10.812,2.6992,0,9.1045,11.456,10.614,0,0,0,0,5.0861,5.4904,0,0,0,0,0,7.1685,0,0,0,10.998,0,0,0,0,6.7197,0,0,0,0,2.6992,0,0,0,0,0,0,0,3.5836,2.6992,8.1356,7.5103,0,0,0,0,0,0,5.4904,0,7.5103,0,0,0,0,0,0,6.4743,0,0,3.5836,0,5.4904,4.1279,6.4743,10.998,0,0,0,3.5836,0,0,0,2.6992,0,0,7.5532,4.5222,0,2.6992,0,0,0,0,0,0,0,3.5836,0,5.9411,0,5.6568,0,0,0,0,0,0,0,0,0,0,9.7543,0,6.793,0,3.5836,0,2.6992,9.5367,2.6992,5.8059,0,7.0539,0,7.9872,3.5836,0,5.0861,7.9557,0,10.022,0,0,0,4.8315,0,10.758,4.1279,0,9.2417,0,4.1279,0,0,0,0,0,0,0,0,0,0,0,3.5836,4.1279,0,0,0,0,0,0,0
Wood33,6.4644,4.3814,3.6898,3.6898,0,7.1281,11.179,7.8527,15.339,8.6069,0,12.52,0,0,2.3127,11.868,2.3127,6.3285,7.9486,0,9.9672,15.497,0,3.1597,15.115,9.8666,9.6414,13.851,0,0,0,9.6976,0,11.23,3.1597,10.841,5.6034,0,6.5278,0,0,7.8023,0,9.0786,0,0,0,0,8.5922,0,8.6785,0,7.0439,11.487,7.6959,0,0,4.8469,0,6.3285,0,5.7166,0,7.1685,3.1597,7.3549,6.398,5.1983,3.1597,0,0,3.1597,0,5.1983,3.6898,0,0,3.1597,8.4683,0,2.3127,0,4.8469,12.831,6.011,3.6898,6.7029,5.0332,3.6898,6.859,5.1983,3.6898,7.3549,2.3127,0,0,0,7.9715,0,0,0,5.1983,0,5.6034,6.9544,0,6.3285,4.3814,7.4562,0,0,2.3127,4.6328,5.8216,4.3814,0,3.6898,0,0,6.3285,0,0,3.6898,3.1597,0,6.1785,0,6.7029,0,0,0,0,0,0,4.8469,0,4.6328,0,0,0,0,0,0,0,0,0,0,5.6034,4.8469,0,0,0,9.6556,3.1597,6.3285,0,0,0,2.3127,0,0,4.3814,0,0,7.0866,0,2.3127,6.3285,2.3127,0,7.4232,5.4806,3.6898,0,6.011,0,0,5.9194,0,9.4904,4.6328,2.3127,0,2.3127,2.3127,4.0766,0,0,6.9075,0,0,0,0,2.3127,0,0,0,0,0,0,7.0866,0,0,0,0,0,0,2.3127,0,0,0,0,0,0,0,2.3127,0,4.3814,4.8469,0,3.1597,2.3127,5.0332,6.5885,0,0,0,2.3127,0,0,12.454,8.0384,0,2.3127,3.6898,0,7.1281,3.1597,0,0,0,0,0,0,0,0,0,0,0,3.6898,0,2.3127,0,0,0,0,0
Wood11,6.5439,0,5.5593,20.165,0,4.0343,5.5593,10.404,4.0343,0,0,6.5439,0,0,0,0,0,0,4.0343,0,11.163,0,0,0,0,9.7265,7.6511,0,4.9896,0,6.7641,0,0,6.9551,0,0,5.9667,0,6.5439,0,0,0,0,0,0,4.0343,10.726,0,4.0343,0,0,0,5.5593,0,7.8565,0,0,0,0,4.9896,0,4.9896,0,4.0343,0,7.8565,0,0,4.0343,0,6.7641,7.4113,0,5.9667,0,0,0,0,0,0,5.9667,0,5.5593,0,0,8.1963,12.835,4.0343,5.9667,0,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,11.566,0,4.9896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1938,0,0,0,0,0,0,4.0343,0,0,0,0,6.7641,0,0,0,0,0,0,0,0,0,0,0,0,4.9896,0,0,0,0,0,0,0,0,0,0,10.686,0,0,4.9896,5.5593,0,0,0,0,0,7.4113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5593,0,0,0,0,0,4.9896,6.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9896,0,0,0,0,7.7575,0,0,0,0,4.0343,4.0343,8.27,0,0,0,0,4.0343,0,0,0,4.0343,0,4.9896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wood48,4.4201,0,8.7917,2.964,2.964,5.2636,10.698,12.802,4.6328,0,0,0,0,2.964,0,4.6328,0,0,7.9218,2.964,8.498,0,0,2.1379,0,9.1262,9.7103,12.21,7.1685,7.795,0,10.267,0,4.4201,2.1379,0,2.1379,11.867,5.8783,0,0,8.1973,0,0,13.211,5.386,0,6.5885,0,0,10.662,2.964,2.964,0,9.178,2.1379,2.1379,4.1705,0,6.1091,0,5.4988,0,7.3599,0,6.2447,0,5.2636,3.8684,0,0,3.486,8.8137,0,0,0,7.6314,4.4201,5.6034,0,0,0,0,0,5.9594,8.8461,0,5.701,12.535,5.4988,7.2674,4.9824,11.715,0,3.8684,0,10.194,5.1298,0,0,0,8.0753,0,2.964,2.964,7.5288,4.4201,0,7.2022,0,0,0,7.502,6.2447,0,0,0,0,0,2.964,0,0,0,0,0,3.486,0,2.1379,0,7.795,9.135,0,0,0,5.4988,10.498,0,0,0,0,6.2447,0,0,0,4.6328,5.2636,0,6.5885,3.8684,0,0,0,0,0,5.1298,2.964,0,0,2.1379,0,2.1379,4.1705,9.1948,0,4.4201,0,0,0,0,0,5.6034,0,0,0,0,0,0,4.1705,0,0,2.1379,0,0,4.1705,0,0,0,0,0,0,0,0,0,5.2636,9.2197,0,0,0,0,0,0,0,0,0,5.8783,0,2.1379,6.0362,4.1705,0,5.9594,0,0,0,2.1379,4.8182,0,2.1379,0,0,4.6328,0,7.0623,8.9289,0,10.001,0,4.6328,0,16.945,3.486,9.2523,0,3.8684,10.322,0,7.4184,0,0,0,3.486,0,0,0,0,0,0,0,0,0,0,5.386,0,0,0,0,0
Wood50,3.623,0,4.963,2.2551,0,10.225,13.386,13.918,15.183,0,0,11.733,0,0,0,9.5104,0,0,13.34,0,9.7378,0,0,4.3124,0,10.146,9.4878,11.402,0,6.9278,0,0,0,2.2551,10.077,0,7.4478,9.6592,8.2426,3.0954,0,8.6876,0,6.631,0,0,5.1277,6.456,0,0,10.877,0,10.645,0,4.7769,0,0,11.216,0,0,0,5.4097,7.8292,8.2781,0,0,0,0,0,0,0,4.0085,7.0561,0,0,0,0,3.623,3.623,5.9396,0,0,5.8481,0,4.7769,4.3124,0,7.6779,9.6859,5.5324,0,5.1277,0,0,2.2551,4.5633,0,2.2551,0,0,0,3.0954,0,3.0954,8.5779,0,11.526,0,0,0,0,0,6.3926,0,4.5633,0,0,5.1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2551,2.2551,7.1357,0,0,0,0,0,0,0,0,2.2551,6.7369,0,0,0,5.1277,0,0,2.2551,0,0,5.1277,8.3298,0,0,0,0,0,3.623,0,0,5.5324,0,5.9396,0,0,0,0,4.963,0,3.623,0,0,0,7.6237,0,0,0,9.2933,0,0,7.8529,8.4746,0,0,0,0,0,0,0,4.0085,0,0,0,0,0,0,0,0,0,2.2551,0,0,0,0,0,0,2.2551,0,0,0,0,0,8.9412,4.3124,0,0,0,4.3124,9.0785,6.631,0,6.0257,3.0954,0,0,14.851,2.2551,11.663,0,3.623,8.0912,0,8.412,0,0,0,6.3263,0,0,5.7503,0,0,0,0,0,0,0,0,9.5399,0,0,0,0
Wood38,3.504,0,13.062,0,0,8.5041,11.698,14.117,9.7762,3.8869,0,13.876,0,11.053,0,11.053,0,3.504,12.655,2.9812,4.6518,0,0,11.106,0,10.629,10.449,10.287,0,10.045,0,10.096,0,11.752,0,0,6.4464,7.2548,6.7535,2.1532,0,10.877,0,0,0,0,0,11.464,2.1532,0,8.9284,0,2.1532,2.9812,6.7066,11.339,0,2.1532,8.3901,5.8977,0,6.1286,0,7.6756,0,0,0,3.504,0,0,0,2.1532,7.1536,0,0,0,0,11.584,6.6081,9.9821,5.2828,2.1532,4.4389,0,4.4389,5.0016,0,0,0,8.5041,7.2548,3.504,3.8869,4.6518,7.3493,6.5562,0,2.9812,0,0,0,6.7066,3.504,6.3882,0,0,5.2828,0,0,0,0,5.4053,5.5181,4.6518,4.6518,0,0,7.2548,0,6.9674,0,0,0,5.2828,0,3.504,0,10.887,0,6.0557,0,0,6.5023,0,5.5181,0,0,0,0,0,4.6518,0,0,0,5.0016,0,10.383,0,0,0,0,0,0,3.8869,2.9812,7.287,0,0,2.9812,4.4389,0,0,2.1532,0,5.149,4.1891,8.3601,0,0,0,0,2.9812,0,0,6.5023,0,0,0,0,0,3.504,0,0,0,0,2.1532,0,0,0,0,0,0,0,3.504,0,2.1532,0,0,4.4389,0,2.1532,0,0,0,0,0,0,0,6.2642,0,2.1532,0,0,0,0,0,0,2.1532,0,9.5293,0,0,5.5181,10.916,0,7.2218,0,5.8977,0,0,0,11.695,2.1532,2.9812,8.2336,0,8.2002,0,0,0,0,0,0,2.1532,0,0,0,0,0,0,4.8372,4.8372,0,0,0,0,0
Wood13,3.0717,6.7102,14.221,0,3.9832,6.366,6.366,6.2302,0,0,19.01,0,0,0,3.0717,3.9832,0,0,4.5374,0,6.9878,0,4.5374,0,0,9.9017,8.6998,0,3.0717,0,0,0,6.0804,0,3.0717,0,6.2302,0,9.7486,0,0,7.5969,0,9.5057,0,0,0,4.5374,0,0,0,0,5.2493,0,8.0643,0,0,6.6043,6.0804,0,0,10.265,0,3.9832,6.366,8.142,0,7.9821,0,0,0,9.6589,0,6.0804,7.9821,0,0,0,6.366,0,8.3528,0,5.7239,0,0,0,6.8088,3.0717,0,0,6.366,6.7102,0,0,0,0,0,0,0,0,0,0,3.9832,0,0,0,0,0,0,0,0,3.0717,6.7102,7.6511,0,0,0,0,0,6.366,0,0,0,0,0,6.9011,0,0,4.5374,5.2493,5.2493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0804,0,0,0,0,0,0,0,0,0,0,4.5374,0,0,0,0,0,4.5374,0,0,6.2302,5.2493,0,4.5374,3.9832,0,0,0,0,0,6.4901,0,0,0,0,0,4.5374,0,4.9369,0,0,5.7239,0,0,0,0,0,0,0,4.5374,0,0,0,0,0,0,0,4.9369,0,0,0,7.5969,0,3.0717,0,0,0,0,0,0,0,0,0,0,0,9.8331,0,0,0,0,0,0,4.5374,0,0,0,4.9369,0,0,0,0,3.0717,0,5.2493,0,0,0,0,0,0,0,0,0,0,6.9878,0,0,0,0,7.482
Wood46,4.2534,0,14.677,16.567,3.7058,2.8123,9.4996,9.1325,2.8123,0,0,4.6494,0,0,0,7.8823,0,2.8123,2.8123,4.6494,10.418,0,5.9364,0,0,6.5135,8.9859,0,0,0,0,0,0,2.8123,0,0,8.2958,0,9.2513,0,0,4.6494,0,0,0,0,8.3501,6.3095,0,0,0,5.9364,0,6.4151,9.615,5.787,2.8123,0,3.7058,0,0,6.1955,0,6.0718,6.4151,7.5982,0,6.5135,2.8123,0,0,8.7027,0,5.787,8.3232,0,9.3743,3.7058,8.1504,0,4.2534,0,0,0,7.9186,2.8123,0,0,0,0,0,5.4319,4.6494,0,0,0,0,2.8123,0,0,3.7058,7.1857,6.1955,0,0,0,0,0,0,0,0,0,0,8.1195,7.457,0,0,0,0,3.7058,5.6204,0,6.6922,0,0,5.2151,0,0,0,5.787,0,0,0,0,4.6494,5.6204,9.9845,5.787,0,0,0,0,0,0,0,0,0,0,2.8123,0,0,0,0,0,2.8123,0,0,0,5.2151,0,6.9944,0,0,0,0,0,0,0,0,0,7.3004,0,0,5.9364,0,0,4.6494,7.1247,0,0,0,0,0,5.4319,0,0,0,0,0,0,0,0,0,6.3095,0,8.6817,4.2534,0,0,0,0,0,2.8123,0,0,0,0,5.787,0,0,0,0,0,0,0,0,0,0,0,0,3.7058,0,3.7058,8.6604,0,0,0,4.6494,3.7058,2.8123,4.6494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8823,5.787,0,0,0,0,0,0,0
Wood20,1.6409,5.4387,3.7774,1.6409,0,6.0126,8.2874,12.619,6.6822,1.6409,0,15.007,12.234,15.527,0,9.097,0,2.8789,3.7774,0,13.631,0,12.876,0,0,8.6716,7.1159,5.2101,5.3665,7.645,13.627,2.3888,0,11.375,0,0,6.9773,0,4.3268,0,0,8.0544,0,10.024,0,0,8.919,0,7.8039,11.774,11.349,0,4.7238,9.3238,9.8496,0,6.422,4.3268,10.968,3.5352,0,7.34,0,5.8095,9.1081,7.4664,0,7.8443,9.338,0,0,1.6409,4.7238,10.721,5.2904,0,2.3888,0,5.1251,0,10.084,10.483,4.3268,0,3.2441,2.3888,6.422,0,3.7774,2.8789,5.0347,9.8823,6.6214,0,10.118,0,0,7.5339,0,1.6409,0,5.5732,0,7.6901,9.7537,0,1.6409,0,3.2441,1.6409,0,1.6409,0,7.8039,6.3859,0,2.8789,0,9.1993,8.7518,2.8789,7.0937,8.9808,8.9127,0,3.5352,0,0,1.6409,0,8.7589,0,0,0,4.7238,0,2.8789,5.9146,0,0,0,0,2.8789,0,0,4.835,0,0,0,0,0,0,0,0,2.3888,0,0,1.6409,3.2441,0,0,0,1.6409,2.8789,5.1251,0,1.6409,5.0347,3.9846,0,2.8789,7.2015,0,0,0,0,6.148,0,0,0,0,0,0,6.148,0,0,0,8.2874,0,0,8.0428,1.6409,0,5.8095,0,4.3268,5.1251,0,0,8.1543,0,1.6409,3.5352,0,6.3859,0,0,0,1.6409,0,2.3888,0,0,0,0,7.0937,0,0,6.7689,3.5352,5.4387,0,6.0126,5.9146,0,2.8789,0,4.1658,0,0,0,1.6409,0,5.9644,0,6.4572,0,0,0,0,0,0,0,0,0,0,0,0,0,5.636,0,0,0,0,0,0,7.1594
Wood1,3.9732,0,19.438,9.9022,0,8.2753,9.495,0,9.3724,0,0,0,0,3.9732,0,5.9026,0,3.9732,0,0,7.4714,0,5.4956,0,3.9732,11.89,9.9022,0,5.9026,0,5.4956,6.2197,0,0,3.9732,0,9.7626,0,7.0591,0,0,0,0,0,0,0,5.9026,3.9732,0,0,3.9732,0,0,0,10.634,0,0,5.9026,3.9732,4.9266,0,8.2753,0,7.3466,0,8.3422,0,0,4.9266,0,0,7.5863,0,3.9732,11.363,0,0,0,0,0,0,0,0,0,0,0,3.9732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1662,5.9026,0,0,0,3.9732,0,0,0,0,0,7.7917,7.21,0,0,6.4795,0,0,0,0,0,8.0537,0,0,7.0591,0,0,7.21,0,0,0,0,0,4.9266,0,5.4956,0,0,0,10.934,0,0,0,0,0,0,0,4.9266,0,0,0,0,0,3.9732,0,0,0,8.3422,0,0,0,3.9732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6996,0,0,0,9.435,0,0,0,3.9732,0,0,8.2051,0,0,0,7.7917,0,7.5863,0,0,0,0,0,0,0,0,0,0,0,5.4956,0,0,3.9732,0,0
Wood15,0,0,3.283,2.4241,0,0,10.252,9.2479,3.8177,12.055,0,0,0,0,16.355,0,0,0,0,0,8.3011,0,0,0,0,9.7282,6.2333,0,0,8.9874,0,0,0,6.7836,0,0,7.0914,0,5.6157,0,0,7.5605,0,0,0,0,4.9804,3.283,2.4241,0,2.4241,0,3.8177,11.487,8.5898,3.283,12.378,2.4241,0,0,0,6.9959,0,7.5935,0,7.181,0,6.9959,0,12.435,9.1179,5.1673,2.4241,3.283,10.205,8.715,0,0,8.4705,0,0,6.8937,6.3918,0,7.3057,0,7.3832,2.4241,0,8.0627,6.4649,9.1292,0,0,0,0,0,7.5267,0,3.283,7.4922,5.7388,0,9.3576,2.4241,8.1317,3.8177,0,3.8177,0,0,0,2.4241,9.012,0,0,0,3.283,0,3.8177,6.1471,0,5.8522,3.8177,0,4.7656,0,0,0,0,0,0,0,0,6.9959,3.8177,0,0,0,0,0,0,0,0,0,2.4241,0,4.5131,0,0,0,0,0,0,0,0,0,0,4.5131,0,0,0,2.4241,0,0,0,0,4.5131,4.9804,0,6.3147,3.8177,0,0,0,0,0,0,0,0,5.8522,0,0,2.4241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.715,0,3.283,0,0,0,0,0,3.283,0,0,0,0,0,0,0,0,0,0,4.5131,0,0,4.7656,5.8522,4.2069,0,0,5.1673,0,0,9.7207,0,11.536,6.1471,0,0,6.5345,0,8.6537,7.0914,0,0,0,0,0,0,0,6.601,6.0553,6.8937,0,0,0,0,0,0,3.8177
