plot,block.no,sequence.id,abiotic,wood.perc.n,wood.perc.c,wood.c.to.n,wood.perc.moist,w,n,perc.denloss,soil.moisture,soil.sir,wood.sir,soil.moist,wood.sir,wood.sir.perwet,wood.sir.perdry,wood.sir.scale.sqrt,soil.n,soil.c,soil.cn,wn,soil.temp,soil.ph,richness,evenness,frequency.rank,prop.p2,e.prop.p2
14,77,Wood46,c,0.3,45.5,151.6666666667,0.3801540553,0,0,0.3261735771,11.6666666667,1.0649641793,0.4678380381,60.59,0.4678380381,0.2923987738,46.3023058366,0.294519044,1.45,35.1,23.45,0,15.15,3.87,70,0.9822490428,134.2285714286,0.8333333333,0.7777777778
8,78,NA,w,0.3,47.8,159.3333333333,0.4910634936,1,0,0.1959220771,7.2222222222,0.1388038699,0.7863093138,35.44,0.7863093138,0.3971259161,92.5339717341,0.4406859923,0.8,19.2,22.9,0,21.35,4.37,NA,NA,NA,NA,NA
8,79,Wood24,w,0.2,46.4,232,0.6357710585,1,0,0.4150959933,7.4444444444,1.3957484843,1.5688844585,63.86,1.5688844585,0.5663842811,151.3897779842,0.5753354339,0.8,19.2,22.9,0,22.4,4.37,68,0.9855412216,140.2647058824,0.5882352941,1
7,80,NA,wn,0.2,46.9,234.5,0.526159788,1,1,0.2536287436,7.3333333333,0.5974786012,0.9132532801,55.04,0.9132532801,0.4307798491,108.1710498764,0.4801578641,0.9,20.9,22.35,1,21.3,4.6,NA,NA,NA,NA,NA
6,82,NA,n,0.1,50.7,507,0.2204856937,0,1,0.1936549557,12.2222222222,0.3150336073,0.1896386144,43.92,0.1896386144,0.143665617,20.7045113792,0.1650483609,1.85,42.1,23.1,0,15.6,4.1,NA,NA,NA,NA,NA
13,83,NA,w,0.2,47.5,237.5,0.4488706366,1,0,0.1651288973,9.4444444444,0.7934105327,0.6336831297,62.41,0.6336831297,0.3560017582,89.6048608378,0.43289214,1.4,34.25,24.75,0,23.55,3.93,NA,NA,NA,NA,NA
13,84,NA,w,0.7,63.8,91.1428571429,0.5971144571,1,0,0.313503299,8.3333333333,0.1984915369,1.2549309404,52.21,1.2549309404,0.5019723761,135.4687312985,0.54222077,1.4,34.25,24.75,0,23.75,3.93,NA,NA,NA,NA,NA
13,85,Wood42,w,0.3222222222,47.7,148.0344827586,0.4249269885,1,0,0.2170634571,7.8888888889,0.1587439263,0.6005222791,37.69,0.6005222791,0.3412058404,90.1106504947,0.4342479498,1.4,34.25,24.75,0,23.45,3.93,120,0.9742438436,122.7166666667,0.48,0.9512195122
5,87,NA,w,0.1,45.4,454,0.416377019,1,0,0.1323421793,7.7777777778,0.1982691243,0.6152178825,46.69,0.6152178825,0.36403425,80.0298345964,0.4063730339,1.05,25.9,23.7,0,20.65,4.01,NA,NA,NA,NA,NA
4,88,NA,wn,0.2,48.6,243,0.2619497226,1,1,0.1055811832,10.4444444444,0.6771339984,0.1375869924,50.59,0.1375869924,0.10423257,20.1447188726,0.1610582443,1.5,36.55,24.2,1,20.1,3.83,NA,NA,NA,NA,NA
4,89,Wood32,wn,0.5,47.6,95.2,0.5056385472,1,1,0.4426803816,7.5555555556,0.0943752001,3.9455555014,37.53,3.9455555014,1.962962936,330.2833380179,0.864197887,1.5,36.55,24.2,1,21.8,3.83,73,0.9804190855,140.8356164384,0.6666666667,0.9545454545
1,90,NA,c,0.1,50.2,502,0.3333970012,0,0,0.3365790589,9.6666666667,0.544521619,0.4305478888,53.72,0.4305478888,0.2814038489,39.6984643501,0.267191396,1.7,41.55,24.7,0,15.9,3.84,NA,NA,NA,NA,NA
11,91,NA,n,0.9,46.7,51.8888888889,0.489136195,0,1,0.3366521487,8.5555555556,0.9569073099,5.0146611713,63.38,5.0146611713,2.5326571572,439.1965155267,1,1.8,41.75,23.25,0,15.45,3.85,NA,NA,NA,NA,NA
12,92,Wood35,c,0.5,48.9,97.8,0.6016114593,0,0,0.520732417,14.7777777778,1.0009007602,4.0838353067,69.1,4.0838353067,1.6205695662,237.5677045763,0.7289212407,1.75,39.5,22.15,0,14.9,3.84,39,0.9883077746,152.8461538462,1,1
19,93,Wood23,c,0.4,50.8,127,0.5156181258,0,0,0.5643431149,7.5555555556,1.3012800785,2.5760552144,47.43,2.5760552144,1.2689927164,147.6390396457,0.5677081116,1.25,27.35,22.6,0,15.1,4.76,NA,NA,NA,NA,NA
8,94,NA,w,0.2,50.8,254,0.7431385912,1,0,0.4326308501,7.1111111111,0.0880439498,0.7858407405,43.68,0.7858407405,0.2004695766,43.4951033752,0.2832248171,0.8,19.2,22.9,0,21.45,4.37,NA,NA,NA,NA,NA
2,95,NA,w,0.2,46.4,232,0.291718685,1,0,0.2633062142,8.5555555556,1.2002674669,0.8879854028,57.67,0.8879854028,0.6166565297,106.0524477133,0.4750021194,1.4,32.4,23.05,0,19.95,3.99,NA,NA,NA,NA,NA
20,96,NA,c,0.5,48,96,0.4767703508,0,0,0.4956298564,13.7777777778,0.9012582797,2.076297576,61.27,2.076297576,1.098570146,180.089287596,0.6306513413,1.75,40.75,23.5,0,15.45,3.9,NA,NA,NA,NA,NA
18,97,NA,w,0.3,48.2,160.6666666667,0.4284991141,1,0,0.3450229467,8.6666666667,0.1215561806,1.2710945522,36.85,1.2710945522,0.7305141105,132.915201304,0.5367195164,0.95,21,22.05,0,20.35,4.71,NA,NA,NA,NA,NA
3,98,Wood9,wn,0.4,45.9,114.75,0.5633938615,1,1,0.3596047767,6.8888888889,0.159666219,3.0388833785,47.94,3.0388833785,1.3506148349,287.1715395175,0.8041313649,1.35,30.8,22.85,1,21.05,4.36,43,0.9846659325,150.2093023256,1,1
3,99,NA,wn,0.2,46.4,232,0.5529897413,1,1,0.2541829673,11.3333333333,0.2595812632,0.5606515376,52,0.5606515376,0.2458997972,68.6515117599,0.3724121748,1.35,30.8,22.85,1,20.1,4.36,NA,NA,NA,NA,NA
3,100,NA,wn,0.4,46.2,115.5,0.287397863,1,1,0.4278698406,9.2222222222,0.1551588005,0.6906006209,37.67,0.6906006209,0.4932861578,70.2998388749,0.3775212092,1.35,30.8,22.85,1,20.4,4.36,NA,NA,NA,NA,NA
21,101,NA,n,0.3,50.3,167.6666666667,0.2206151769,0,1,0.3419825842,9,1.2280946883,0.2879553551,45.25,0.2879553551,0.2303642841,27.4206171336,0.2070075797,1.85,42.65,23.3,0,15.15,4.16,NA,NA,NA,NA,NA
10,102,Wood49,wn,0.3,46.8,156,0.4946128909,1,1,0.2518369097,14.3333333333,1.1692920344,1.265034637,59.54,1.265034637,0.642149562,152.8835085313,0.5783450067,1.45,33.75,23.25,1,22.1,3.73,70,0.9811639575,139.6857142857,0.4285714286,0.8823529412
10,103,NA,wn,0.2,48.3,241.5,0.3829291045,1,1,0.1783515872,8.2222222222,0.1828669861,0.9786104164,47.64,0.9786104164,0.6116315102,117.5919957296,0.502444013,1.45,33.75,23.25,1,21.15,3.73,NA,NA,NA,NA,NA
10,104,NA,wn,0.2,47.9,239.5,0.3608115199,1,1,0.1787786784,8.1111111111,0.6039155129,0.7705850507,43.15,0.7705850507,0.484644686,94.8452522662,0.4467399398,1.45,33.75,23.25,1,21.4,3.73,NA,NA,NA,NA,NA
14,105,NA,c,0.3,43.8,146,0.4385412292,0,0,0.3849278497,8.7777777778,0.1005211852,1.5216498528,27.26,1.5216498528,0.8745114097,131.1075774487,0.5327908861,1.45,35.1,23.45,0,15.75,3.87,NA,NA,NA,NA,NA
14,106,NA,c,0.3222222222,46.7,144.9310344828,0.3043446567,0,0,0.255490756,7.3333333333,0.8144271136,0.6678713618,57.13,0.6678713618,0.4670429103,72.4370771684,0.3840444544,1.45,35.1,23.45,0,15,3.87,NA,NA,NA,NA,NA
11,107,Wood18,n,0.2,46.3,231.5,0.3274454056,0,1,0.1734653569,13,1.5038575122,0.932564507,49.14,0.932564507,0.6301111533,116.6342131111,0.5002236291,1.8,41.75,23.25,0,15.35,3.85,51,0.9788149399,141.4901960784,0.7058823529,1
7,108,NA,wn,0.1,46.3,463,0.2243211334,1,1,0.1742424997,6.6666666667,0.2668112194,0.1609704784,36.68,0.1609704784,0.1228782278,19.5045990161,0.1563708369,0.9,20.9,22.35,1,21.65,4.6,NA,NA,NA,NA,NA
5,109,NA,w,0.4,44.8,112,0.6165571499,1,0,0.3043261639,7.3333333333,0.17541538,1.7307652262,53.35,1.7307652262,0.6656789331,166.0185717307,0.604164379,1.05,25.9,23.7,0,21.1,4.01,NA,NA,NA,NA,NA
1,111,Wood10,c,0.1,45.4,454,0.3104367315,0,0,0.1115169368,7.7777777778,1.1258576389,0.7363401635,55.77,0.7363401635,0.4941880292,96.122745016,0.4500511388,1.7,41.55,24.7,0,15.05,3.84,101,0.9725415292,127.8712871287,0.5490196078,0.9259259259
23,112,Wood1,n,0.2,45,225,0.2315943133,0,1,0.1670214698,7.7777777778,1.1440935557,0.185589779,62.14,0.185589779,0.1427613685,26.5992892218,0.2023437955,1.8,46.95,25.65,0,15.85,3.61,48,0.9858967687,139.4583333333,1,0.9
5,114,Wood50,w,0.1,45.7,457,0.4713228831,1,0,0.1363740814,10,0.0714310523,0.4578784329,24.94,0.4578784329,0.2409886489,74.7221212354,0.3908984369,1.05,25.9,23.7,0,21.5,4.01,75,0.973307075,135.3866666667,0.6428571429,0.8947368421
6,115,Wood13,n,0.2,46.3,231.5,0.21178776,0,1,0.2063638709,9.4444444444,1.2111471158,0.2343578961,48.31,0.2343578961,0.1859983303,29.3156610711,0.2173868709,1.85,42.1,23.1,0,15.9,4.1,61,0.9829603006,141,0.8571428571,1
16,116,NA,n,0.2,52.6,263,0.355077211,0,1,0.3711162328,10.5555555556,0.8617133207,0.5540599972,51.72,0.5540599972,0.359779219,43.8367436995,0.2846232932,1.95,44.25,22.55,0,15.05,3.76,NA,NA,NA,NA,NA
18,117,NA,w,0.3,51,170,0.376827771,1,0,0.5226027467,8.8888888889,0.5976611776,0.9627187563,48.71,0.9627187563,0.6171274079,67.8111722346,0.369780354,0.95,21,22.05,0,20.85,4.71,NA,NA,NA,NA,NA
4,118,NA,wn,0.2,45.6,228,0.441679912,1,1,0.3165490991,7.3333333333,0.1909173699,1.1796877608,55.62,1.1796877608,0.6553820893,124.3716284004,0.5178888174,1.5,36.55,24.2,1,21.25,3.83,NA,NA,NA,NA,NA
2,119,Wood17,w,0.3,47.4,158,0.5322347847,1,0,0.4294357906,8.1111111111,0.1490511532,2.2151625905,37.02,2.2151625905,1.0303081816,192.5836724893,0.6532714191,1.4,32.4,23.05,0,20.25,3.99,99,0.9761490237,138.6464646465,0.5396825397,0.95
6,120,NA,n,0.2,45.5,227.5,0.4291507304,0,1,0.2424882625,7.7777777778,1.5165936768,1.6870314509,61.49,1.6870314509,0.9372396949,236.8598531727,0.7277917407,1.85,42.1,23.1,0,15.75,4.1,NA,NA,NA,NA,NA
9,122,NA,n,0.2,47.7,238.5,0.257635302,0,1,0.1013311667,10.1111111111,0.2910107058,0.1920530235,41.98,0.1920530235,0.1422614989,29.787857275,0.2198968913,1.75,40.2,23,0,16.05,4.17,NA,NA,NA,NA,NA
9,123,Wood21,n,0.3,47.1,157,0.3020244512,0,1,0.2651268903,8.5555555556,0.8303631417,0.9836862177,62.95,0.9836862177,0.692736773,119.5625958637,0.5069817803,1.75,40.2,23,0,15.65,4.17,114,0.9733858624,123.8157894737,0.5660377358,0.9166666667
23,124,NA,n,0.2,47.1,235.5,0.2345656748,0,1,0.0835400302,7,0.8625741833,0.1637779671,43.36,0.1637779671,0.1279515368,24.0768870057,0.1872961348,1.8,46.95,25.65,0,15.5,3.61,NA,NA,NA,NA,NA
21,125,NA,n,0.2,49.2,246,0.2552075953,0,1,0.3511756049,11.8888888889,0.2421397376,0.4263531695,48.83,0.4263531695,0.3134949776,29.1664717267,0.2165877885,1.85,42.65,23.3,0,14.8,4.16,NA,NA,NA,NA,NA
18,126,Wood31,w,0.1,46.8,468,0.4667810849,1,0,0.1709597687,6.7777777778,0.0827924691,0.6467354753,17.9,0.6467354753,0.3440082316,85.8783910907,0.4227690316,0.95,21,22.05,0,22.05,4.71,69,0.9775188396,137.0434782609,0.5652173913,1
7,127,Wood52,wn,0.3,47.3,157.6666666667,0.2937304327,1,1,0.3511575267,5.5555555556,0.0762986609,0.5758433174,11.19,0.5758433174,0.4172777663,55.8806639033,0.3301602249,0.9,20.9,22.35,1,21.1,4.6,100,0.9723118296,125.81,0.5,1
16,128,Wood15,n,0.2,50.5,252.5,0.4236054143,0,1,0.4635195371,12.5555555556,1.0201947463,0.9048078044,62.03,0.9048078044,0.5170330311,59.0472099031,0.3411249278,1.95,44.25,22.55,0,15.1,3.76,81,0.9759914259,130.3950617284,0.5777777778,1
15,129,Wood48,wn,0.2,46.3,231.5,0.4023137637,1,1,0.1947929195,5.7777777778,0.1071695766,0.8252095921,12.07,0.8252095921,0.4971142121,102.7073863175,0.4667457799,0.9,18.8,21.9,1,23.05,4.12,97,0.9743322806,136.2164948454,0.6382978723,0.9333333333
9,130,NA,n,0.3,46.1,153.6666666667,0.3196971016,0,1,0.3977908453,9.2222222222,0.1717827237,0.5624355622,36.65,0.5624355622,0.3700233962,50.3000853616,0.3098936285,1.75,40.2,23,0,16.45,4.17,NA,NA,NA,NA,NA
11,131,NA,n,0.3,45.8,152.6666666667,0.4933247627,0,1,0.2239415421,12.7777777778,0.2587765936,1.8234619019,52.73,1.8234619019,0.9163125135,211.2319410438,0.6856459038,1.8,41.75,23.25,0,15.25,3.85,NA,NA,NA,NA,NA
21,132,Wood11,n,0.5,47.9,95.8,0.2071393483,0,1,0.2056603083,7.3333333333,0.7422370201,0.1215217108,39.75,0.1215217108,0.0934782391,13.4003277991,0.1013056463,1.85,42.65,23.3,0,15.15,4.16,44,0.9778502886,146.1136363636,0.9473684211,0.9285714286
20,133,Wood20,c,0.7,48.6,69.4285714286,0.4185544768,0,0,0.3181645363,10.4444444444,1.2448850527,2.4514301144,52.76,2.4514301144,1.4591845919,226.6628248699,0.711321622,1.75,40.75,23.5,0,15.45,3.9,108,0.9679636599,127.0555555556,0.5357142857,0.9090909091
19,134,NA,c,0.2,48.3,241.5,0.1869331542,0,0,0.1071186109,9,0.5270602402,0.1429805093,39.89,0.1429805093,0.1162443165,16.1416890219,0.1289765881,1.25,27.35,22.6,0,15.9,4.76,NA,NA,NA,NA,NA
19,135,NA,c,0.3,46.3,154.3333333333,0.2092131961,0,0,0.2043850448,8,0.186680155,0.1591331191,36.09,0.1591331191,0.1233590071,18.7992929775,0.1510377368,1.25,27.35,22.6,0,15.5,4.76,NA,NA,NA,NA,NA
16,138,NA,n,0.3,49.475,164.9166666667,0.2753441802,0,1,0.4070713343,10.8888888889,0.9192517411,0.8889917859,40.03,0.8889917859,0.6536704308,53.1926733049,0.3205584261,1.95,44.25,22.55,0,15.3,3.76,NA,NA,NA,NA,NA
12,140,NA,c,0.6,47.5,79.1666666667,0.4790563596,0,0,0.4479545045,9.5555555556,0.1967681912,3.160527325,49.88,3.160527325,1.6291377964,318.2929919158,0.8479193137,1.75,39.5,22.15,0,14.95,3.84,NA,NA,NA,NA,NA
12,141,NA,c,0.8,48.2,60.25,0.6026908292,0,0,0.5404631607,18.5555555556,0.1702646874,4.0955971821,59.24,4.0955971821,1.6317120247,271.4851045562,0.7811306514,1.75,39.5,22.15,0,14.65,3.84,NA,NA,NA,NA,NA
17,142,NA,wn,0.4,46.6,116.5,0.5925677617,1,1,0.4090492661,9.5555555556,0.2585234396,2.399391362,48.32,2.399391362,0.9636109887,229.342471632,0.715686471,1.65,37.15,22.3,1,22,4.19,NA,NA,NA,NA,NA
2,143,NA,w,0.1,45.7,457,0.5197395571,1,0,0.2051806335,9.2222222222,0.7769811027,0.9624469938,57.96,0.9624469938,0.456136016,115.5747938974,0.4977560889,1.4,32.4,23.05,0,20.3,3.99,NA,NA,NA,NA,NA
15,144,NA,wn,0.3,47.5,158.3333333333,0.4652331425,1,1,0.4500049649,7.8888888889,0.1271945701,1.5231610302,42.68,1.5231610302,0.8101920374,153.9798925623,0.5805440761,0.9,18.8,21.9,1,21.15,4.12,NA,NA,NA,NA,NA
15,145,NA,wn,0.3222222222,47.7,148.0344827586,0.3342173659,1,1,0.1250450549,8.4444444444,0.9374268421,0.7015199348,49.83,0.7015199348,0.4676799565,98.5729686884,0.4563347701,0.9,18.8,21.9,1,20.6,4.12,NA,NA,NA,NA,NA
17,146,NA,wn,0.3222222222,46.5,144.3103448276,0.4646538538,1,1,0.3790592873,13.6666666667,0.1641557206,2.679840737,48.59,2.679840737,1.4330699128,241.8950569019,0.7357885842,1.65,37.15,22.3,1,20.2,4.19,NA,NA,NA,NA,NA
17,147,Wood28,wn,0.4,48.8,122,0.5477538519,1,1,0.2211553734,8.3333333333,1.0838032785,1.2056813999,56.66,1.2056813999,0.5430997297,131.8886423176,0.5344919698,1.65,37.15,22.3,1,21.35,4.19,96,0.9752324681,131.625,0.5681818182,0.84
20,148,NA,c,0.1,46.5,465,0.2619275077,0,0,0.0545341759,16.3333333333,0.1782913336,0.1454742346,58.59,0.1454742346,0.1085628617,22.1988572669,0.175255462,1.75,40.75,23.5,0,15.45,3.9,NA,NA,NA,NA,NA
1,149,NA,c,0.2,47.741,238.705,0.3815111111,0,0,0.2961169053,7.7777777778,0.4159448191,1.1154117028,49.08,1.1154117028,0.6760070926,131.1787319543,0.5329460785,1.7,41.55,24.7,0,15.05,3.84,NA,NA,NA,NA,NA
23,150,NA,n,0.1,49.2,492,0.2075299635,0,1,0.3190570315,8.1111111111,0.9661884359,0.2722748567,44.59,0.2722748567,0.2178198853,21.132481049,0.1680349688,1.8,46.95,25.65,0,15.85,3.61,NA,NA,NA,NA,NA
1,160,NA,c,0.2,46.5,232.5,0.3408291874,0,0,0.2478061032,9.1111111111,0.4710160481,0.6829751657,50.68,0.6829751657,0.4614697065,75.4395607162,0.3930257397,1.7,41.55,24.7,0,15.65,3.84,NA,NA,NA,NA,NA
5,161,Wood19,w,0.3,48.3,161,0.6021308183,1,0,0.2192165885,7.3333333333,0.1090335315,1.0410509226,34.44,1.0410509226,0.4231914319,111.3043825904,0.4876831087,1.05,25.9,23.7,0,21.1,4.01,84,0.9776505856,130.1547619048,0.5238095238,0.9743589744
5,162,NA,w,0.2,48,240,0.6144136461,1,0,0.2420144293,7.7777777778,0.1161350975,0.7125298287,46.68,0.7125298287,0.2783319643,71.9658615212,0.3826157747,1.05,25.9,23.7,0,20.65,4.01,NA,NA,NA,NA,NA
5,163,NA,w,0.1,47.1,471,0.5051523464,1,0,0.1636610226,10,0.1285728502,0.4167079015,45.97,0.4167079015,0.2052748283,63.5117336062,0.3560108543,1.05,25.9,23.7,0,21.5,4.01,NA,NA,NA,NA,NA
